Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,Link_Food
Lẩu Tôm Sen Đào,-1,-1,"36 Phó Đức Chính Ba Đình, Hà Nội 100000 Việt Nam",-1,200 ₫ - 700 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d19329093-Reviews-Lau_Tom_Sen_Dao-Hanoi.html
Cơm Nom,-1,-1,"86 Trần Quốc Toản Hoàn Kiếm, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/14/ce/6b/81/getlstd-property-photo.jpg,50.000 ₫ - 60.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15153403-Reviews-Com_Nom-Hanoi.html
Grille6 Wine & Steak House,-1,-1,"21 Lê Văn Hưu Hai Bà Trưng, Hà Nội 10000 Việt Nam",-1,-1,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d21261268-Reviews-Grille6_Wine_Steak_House-Hanoi.html
Nhà hàng 2D - Tasty Vietnamese Cuisine,-1,-1,"B13 Ngõ 57 Láng Hạ, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/16/78/36/db/dishes-are-ready-to-run.jpg,"Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d16670829-Reviews-2D_Restaurant_Tasty_Vietnamese_Cuisine-Hanoi.html
Akaari II,-1,-1,"17T7 Khu Đô Thị Trung Hòa Nhân Chính, Thanh Xuân, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/17/2e/ed/89/japanese-chef-with-many.jpg,"Bữa trưa, Bữa tối",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d17288230-Reviews-Akaari_II-Hanoi.html
Phong Quán - Hotpot Restaurant,-1,-1,"454 Bạch Đằng Chương Dương Độ, Hoàn Kiếm, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/12/e9/cb/fb/d-t-ban-0977959933.jpg,45.000 ₫ - 1.000.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d13968790-Reviews-Phong_Quan_Hotpot_Restaurant-Hanoi.html
Bếp Thái Koh Yam - Bà Triệu,-1,-1,"Số 3 Ngõ Bà Triệu, Lê Đại Hành, Hai Bà Trưng, Hà N, Hà Nội Việt Nam",-1,"Kiểu Á, Kiểu Thái, Kiểu Việt",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25454612-Reviews-B_p_Thai_Koh_Yam_Ba_Tri_u-Hanoi.html
Baek Jae Won Korean BBQ,-1,-1,"So 89 Pho Trung Hoa, Cau Giay, Ha Noi Mat pho Trung Hoa, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/1b/4d/bb/a4/getlstd-property-photo.jpg,80.000 ₫ - 300.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d20868903-Reviews-Baek_Jae_Won_Korean_BBQ-Hanoi.html
The Forum,-1,-1,"19 Dang Thai Mai, Quang An, Tay Ho, Ha Dong, Hà Nội 100000 Việt Nam",-1,50.000 ₫ - 150.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g17733187-d21020827-Reviews-The_Forum-Ha_Dong_Hanoi.html
Oc Phui Sai Gon 42a Bat Dan,-1,-1,"42A Bát Đàn, Hà Nội Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/26/ff/4a/f7/caption.jpg,"Hải sản, Kiểu Việt, Bản địa",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25165117-Reviews-Oc_Phui_Sai_Gon_42a_Bat_Dan-Hanoi.html
Vựa Hải Sản - Đành Đạch Quán,-1,-1,"234 Hoàng Quốc Việt, Hà Nội 100000 Việt Nam",-1,35.000 ₫ - 1.000.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15735815-Reviews-Vua_Hai_San_Danh_Dach_Quan-Hanoi.html
Habibi,-1,-1,"136a1 Au Co, Tay Ho, Hà Nội Việt Nam",-1,"Kiểu Li băng, Kiểu Địa Trung Hải, Kiểu Trung Đông, Kiểu Ả Rập",,https://www.tripadvisor.com.vn/Restaurant_Review-g21301834-d25243822-Reviews-Habibi-Tay_Ho_Hanoi.html
Cơm Tấm Hằng,-1,-1,"12 Ngõ 16 Huỳnh Thúc Kháng, Hà Nội 100000 Việt Nam",-1,45 ₫ - 65 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d17337417-Reviews-Com_Tam_Hang-Hanoi.html
The Pizza Company,-1,-1,"Dương Nội AEON MALL Ha Dong, Hà Nội 100000 Việt Nam",-1,99.000 ₫ - 699.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d23082794-Reviews-The_Pizza_Company-Hanoi.html
An vat Co Thuy,-1,-1,"110k6a Ngõ 48 Tạ Quang Bửu, Hà Nội 10000 Việt Nam",-1,10.000 ₫ - 35.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d17455268-Reviews-An_vat_Co_Thuy-Hanoi.html
Khoái Restaurant,-1,-1,"Dã Tượng Số 07, Hà Nội 10000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/28/d8/0b/b6/partyyyy.jpg,"Đương đại, Món kết hợp, Kiểu Việt, Kiểu Bữa tối, Bản địa",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25448243-Reviews-Khoai_Restaurant-Hanoi.html
Bar Spoon,-1,-1,"102A - Ngách 207/122, Xuân Đỉnh, Từ Liêm, Hà Nội Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/14/4f/0f/dd/bar-spoon-co-s-gia-lam.jpg,25 ₫ - 35 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d12158522-Reviews-Bar_Spoon-Hanoi.html
Leshy,-1,-1,"75 Trúc Bạch Tầng 6, Hà Nội Việt Nam",-1,"Kiểu Mỹ, Cà phê, Kiểu Anh, Cửa hàng thức ăn ngon, Kiểu Mỹ bản xứ, Bản địa",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d24086048-Reviews-Leshy_Cocktail_And_More-Hanoi.html
Aahar Indian Restaurant,-1,-1,"54 P. Hàng Gai, Hà Nội 110000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/2a/11/17/4a/nice-restaurant.jpg,"Kiểu Ấn Độ, Cửa hàng thức ăn ngon",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d26493395-Reviews-Aahar_Indian_Restaurant-Hanoi.html
Nhà Hàng Món ăn Nhật Bản Yokoi,-1,-1,"Số 50 Triệu Việt Vương, Hà Nội Việt Nam",-1,-1,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d23402220-Reviews-Nha_Hang_Mon_an_Nh_t_B_n_Yokoi-Hanoi.html
Công ty cổ phần thực phẩm Homefood,-1,-1,"So 26, Tran Binh Trong, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/0e/cb/e7/ff/inside-the-restaurant.jpg,Phù hợp với người ăn chay,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d6839213-Reviews-Cong_ty_c_ph_n_th_c_ph_m_Homefood-Hanoi.html
West Lake Beer & Grill,-1,-1,"51/52 Tô Ngọc Vân Nhật Tân, Tây Hồ, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/ab/28/d2/west-lake-beer-grill.jpg,"Quốc tế, Kiểu Âu, Thịt nướng, Kiểu Đông Âu, Kiểu Caucasia",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d17796329-Reviews-West_Lake_Beer_Grill-Hanoi.html
Kegon Japaneses Restaurant,-1,-1,"84 Đào Tấn Ba Đình, Hà Nội 100000 Việt Nam",-1,300.000 ₫ - 500.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d19093471-Reviews-Kegon_Japaneses_Restaurant-Hanoi.html
Bo Beo BBQ,-1,-1,"52 Hàng Buồm, Hà Nội 100000 Việt Nam",-1,"Đồ ăn nhanh, Đồ nướng, Cửa hàng thức ăn ngon, Kiểu Việt, Thức ăn đường phố",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d26136961-Reviews-Bo_Beo_BBQ-Hanoi.html
Tomita Bento,-1,-1,"L3-RS1 Ciputra, Hà Nội Việt Nam",-1,100.000 ₫ - 3.000.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d23110057-Reviews-Tomita_Bento-Hanoi.html
Hạnh Riêu Cua Ốc,-1,-1,"7 Lý Quốc Sư, Hàng Trống, Hoàn Kiếm, Hà Nội 100000 Việt Nam",-1,20.000 ₫ - 50.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d20371401-Reviews-Hanh_Rieu_Cua_Oc-Hanoi.html
The Greek Taverna,-1,-1,"77 P. Trịnh Công Sơn, Nhật Tân, Tây Hồ, Hà Nội Việt Nam",-1,"Ngồi ngoài trời, Chỗ ngồi, Bãi đỗ xe đường phố, Phục vụ đồ uống có cồn, Rượu và bia, Chấp nhận thẻ tín dụng",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25576660-Reviews-The_Greek_Taverna-Hanoi.html
Nhà Hàng Sông Cái,-1,-1,"Ngọc Thuỵ, Khu Phố Ẩm Thực Ngọc Lâm, Ngọc Thuỵ, Ngọc Lâm, Long Biên, Hà Nội 10000 Việt Nam",-1,Kiểu Việt,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25170439-Reviews-Nha_Hang_Song_Cai-Hanoi.html
Woomaster - Korean Aging Steak House,-1,-1,"2B Ngô Thì Nhậm, Hoàn Kiếm, Hà Nội Việt Nam",-1,"Kiểu Á, Kiểu Hàn Quốc, Cửa hàng thức ăn ngon",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d26578422-Reviews-Woomaster_Korean_Aging_Steak_House-Hanoi.html
Hutong Vạn Phúc,-1,-1,"9-10 Vạn Phúc, Hà Nội 100000 Việt Nam",-1,219.000 ₫ - 300.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d14094005-Reviews-Hutong_Van_Phuc-Hanoi.html
Bò Tơ Quán Mộc,-1,-1,"Ngõ 76 Nguyễn Phong Sắc Biệt thự D17, Cầu Giấy, Hà Nội 100000 Việt Nam",-1,200.000 ₫ - 300.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15692830-Reviews-Bo_To_Quan_Moc-Hanoi.html
Chicken Bami,-1,-1,"144 Xuan Thuy Cau Giay, Hà Nội 122000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/15/96/d1/aa/getlstd-property-photo.jpg,"Đồ ăn nhanh, Cửa hàng thức ăn ngon, Kiểu Việt, Kiểu Bữa tối, Thức ăn đường phố",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15582983-Reviews-Chicken_Bami-Hanoi.html
Jus D'amour,-1,-1,"Số 62 phố Nguyễn Hữu Huân , phường Lý Thái Tổ, Hà Nội 10000 Việt Nam",-1,"Bữa sáng, Bữa trưa, Bữa tối",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d21346476-Reviews-Jus_D_amour-Hanoi.html
Pho Ganh Hang Chieu,-1,-1,"56a Nguyen Sieu St, Hà Nội Việt Nam",-1,"Giao hàng, Cửa hàng bán thức ăn mang về, Đặt chỗ, Ngồi ngoài trời, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe đường phố, Phục vụ đồ uống có cồn, Thanh toán điện tử, Dịch vụ mua hàng trực tiếp trên xe",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25322823-Reviews-Pho_Ganh_Hang_Chieu-Hanoi.html
Ha Noi Wine Store,-1,-1,"29A Hạ Hồi, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1c/fc/bc/00/wine-shop.jpg,200.000 ₫ - 2.000.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d23230292-Reviews-Ha_Noi_Wine_Store-Hanoi.html
Coraggio Italian Restaurant,-1,-1,"Số 7, ngõ 12, Đào Tấn, Hà Nội Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/26/f9/1d/90/boiled-vegetables-in.jpg,"Kiểu Ý, Nhà hàng bít tết, Kiểu Âu, Quán rượu",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25126066-Reviews-Coraggio_Italian_Restaurant-Hanoi.html
Đại Mạch Beer,-1,-1,"lô 15A Trung Yên 3, Hà Nội 100000 Việt Nam",-1,100.000 ₫ - 300.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d23023288-Reviews-D_i_M_ch_Beer-Hanoi.html
Nhà Hàng Thủy Bình,-1,-1,"22 Hàng Gà Hàng Bồ, Quận Hoàn Kiếm, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/0f/1a/5f/cf/nha-hang-la-s-k-t-h-p.jpg,"Bữa trưa, Bữa tối",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d12349742-Reviews-Thuy_Binh_Restaurant-Hanoi.html
Bistro Food And Drink,-1,-1,"8 Tạ Hiện, Hà Nội Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/25/26/19/6e/c-a-hang-ph-c-v-cac-mon.jpg,Bản địa,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d24854203-Reviews-Bistro_Food_And_Drink-Hanoi.html
GoGi House Tô Hiệu,-1,-1,"189-191 Tô Hiệu Dịch Vọng, Cầu Giấy, Hà Nội 100000 Việt Nam",-1,50.000 ₫ - 500.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15233295-Reviews-GoGi_House_To_Hieu-Hanoi.html
Duong Thanh Sky,-1,-1,"33 Duong Thanh Street Floor 12, Hà Nội 10000 Việt Nam",-1,71.429 ₫ - 476.190 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d23028223-Reviews-Duong_Thanh_Sky-Hanoi.html
Nhà hàng Bếp Việt,-1,-1,"Số 7 Ngõ Huế, Hà Nội 10000 Việt Nam",-1,-1,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d20982940-Reviews-Nha_hang_Bep_Viet-Hanoi.html
Bếp Thái Koh Yam - Giảng Võ,-1,-1,"122-k1 Phố Giảng Võ, Chợ Dừa, Đống Đa, Hà Nộiv, Hà Nội Việt Nam",-1,"Kiểu Á, Kiểu Thái, Kiểu Việt",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25454619-Reviews-B_p_Thai_Koh_Yam_Gi_ng_Vo-Hanoi.html
Kichi Kichi,-1,-1,"17T5 Trung Hòa Nhân Chính, Q. Thanh Xuân, Hà Nội 10000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/08/73/12/a9/stick.jpg,Kiểu Á,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d7061500-Reviews-Kichi_Kichi-Hanoi.html
Nhà Hàng Vườn Khayyam,-1,-1,"12 Quảng Khánh, Hà Nội Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/0f/80/ae/65/khayyam-garden.jpg,Chỉ chấp nhận tiền mặt,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d12474243-Reviews-Khayyam_Garden-Hanoi.html
Bé Tí Xíu,-1,-1,"108 A6 Ngõ 13 Khuất Duy Tiến Thanh Xuân, Hà Nội 100000 Việt Nam",-1,5.000 ₫ - 100.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d16736434-Reviews-Be_Ti_Xiu-Hanoi.html
Nhà Hàng M81,-1,-1,"81 Xuân Diệu, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/10/3a/b0/9c/getlstd-property-photo.jpg,30.000 ₫ - 3.000.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d12793920-Reviews-M81_Wine_Bar_Kitchen-Hanoi.html
Unatoto Kim Mã,-1,-1,"531 Kim Mã,P. Ngọc Khánh, Ba Đình, Hà Nội 11112 Việt Nam",-1,Kiểu Nhật,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d24174318-Reviews-Unatoto_Kim_Ma-Hanoi.html
Amélie Cakery,-1,-1,"23 Bát Sứ, Hàng Bồ, Hoàn Kiếm, Hà Nội 100000 Việt Nam",-1,Cà phê,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d21338523-Reviews-Amelie_Cakery-Hanoi.html
Mì Quảng Cô Lan - Local Food,-1,-1,"63 Đặng Vũ Hỷ Sơn Trà, Đà Nẵng 550000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1c/21/93/6a/mi-quang-dac-biet-local.jpg,"Bữa sáng, Bữa trưa",,https://www.tripadvisor.com.vn/Restaurant_Review-g298085-d21266253-Reviews-Mi_Qu_ng_Co_Lan_Local_Food-Da_Nang.html
Minh Pub Bar & Cocktail,-1,-1,"233 16, To Hieu Cau Giay, Hà Nội 10000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/03/d1/b9/78/getlstd-property-photo.jpg,"Quán rượu, Quầy rượu vang",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d4133668-Reviews-Minh_Pub_Bar_Cocktail-Hanoi.html
Nam An Chay - Vegetarian Restaurant,-1,-1,"Trịnh Công Sơn 111, Tay Ho, Hà Nội Việt Nam",-1,"Kiểu Á, Cửa hàng thức ăn ngon, Bản địa",,https://www.tripadvisor.com.vn/Restaurant_Review-g21301834-d26188425-Reviews-Nam_An_Chay_Vegetarian_Restaurant-Tay_Ho_Hanoi.html
Lẩu 377 -Lẩu bò nhùng dấm,-1,-1,"377 trần khát chân, Hà Nội 100000 Việt Nam",-1,"Kiểu Á, Bản địa",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25188273-Reviews-L_u_377_L_u_bo_nhung_d_m-Hanoi.html
Ngày Xưa Quán,-1,-1,"103/34 Vạn Bảo, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/12/f1/c8/ce/getlstd-property-photo.jpg,15 ₫ - 50 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d14090219-Reviews-Ngay_Xua_Quan-Hanoi.html
AHA Cafe,-1,-1,"30 Tran Quy Kien, Hà Nội Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/17/70/e0/c0/getlstd-property-photo.jpg,28.000 ₫ - 59.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d17433320-Reviews-AHA_Cafe-Hanoi.html
Shogun Dịch Vọng Hậu,-1,-1,"10 Dịch Vọng Hậu Cầu Giấy, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/14/8d/d3/8c/getlstd-property-photo.jpg,50.000 ₫ - 500.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15101219-Reviews-Shogun_Dich_Vong_Hau-Hanoi.html
Cơm Niêu Hoa Gạo,-1,-1,"35 Dịch Vọng Hậu Cầu Giấy, Hà Nội 100000 Việt Nam",-1,100.000 ₫ - 200.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15197178-Reviews-Com_Nieu_Hoa_Gao-Hanoi.html
Cafe Hiếu - 51 Cửa Bắc,-1,-1,"51 Cửa Bắc, Hà Nội 100000 Việt Nam",-1,Kiểu Việt,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d14145303-Reviews-Cafe_Hieu_51_Cua_Bac-Hanoi.html
Sapphire Restaurant,-1,-1,"75 Pho Khuc Thua Du, Hà Nội 100000 Việt Nam",-1,Bữa tối,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d21164976-Reviews-Sapphire_Restaurant-Hanoi.html
Quan Duc Company,-1,-1,"35 Tran Hung Dao Street, Hoan Kiem Dist., Hanoi, Vietnam, Hà Nội 04 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/05/bb/ba/d7/getlstd-property-photo.jpg,Kiểu Việt,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d6539657-Reviews-Quan_Duc_Company-Hanoi.html
Âme by Yatts,-1,-1,"Nguyen Chanh Shophouse 24, 53 Nguyen Chanh, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/2a/2e/8f/1c/the-second-floor-space.jpg,"Giao hàng, Cửa hàng bán thức ăn mang về, Đặt chỗ, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe đường phố, Phục vụ đồ uống có cồn, Rượu và bia, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Thanh toán điện tử, Chỉ chấp nhận tiền mặt, Wifi miễn phí, Chấp nhận thẻ tín dụng, Nhà hàng không hút thuốc",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d26361583-Reviews-Ame_by_Yatts-Hanoi.html
Nhà hàng Khu sinh thái Long Thành,-1,-1,"Ngõ 68 Ngọc Thụy, Long Biên, Hà Nội 10000 Việt Nam",-1,-1,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d10124957-Reviews-Long_Thanh_Restaurant-Hanoi.html
Ốc Bệt - 60 Nguyễn Sơn,-1,-1,"60 Nguyễn Sơn, Long Bien, Hà Nội Việt Nam",-1,"Hải sản, Cửa hàng thức ăn ngon, Bản địa",,https://www.tripadvisor.com.vn/Restaurant_Review-g21333608-d25172962-Reviews-C_B_t_60_Nguy_n_Son-Long_Bien_Hanoi.html
Parosand Sky Bar Nhà hàng,-1,-1,"537 Lạc Long Quân, Hà Nội Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1c/ce/ae/d4/nestled-perfectly-on.jpg,50.000 ₫ - 450.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d23276864-Reviews-Parosand_Sky_Bar_Restaurant-Hanoi.html
Hutong Giảng Võ,-1,-1,"Trần Huy Liệu Tầng 1, Toà nhà C7, Giảng Võ, Ba Đình, Hà Nội 100000 Việt Nam",-1,50.000 ₫ - 500.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d15101742-Reviews-Hutong_Giang_Vo-Hanoi.html
Nectar,-1,-1,"20 Trang tien, Hà Nội Việt Nam",-1,"Cajun & Creole, Kiểu Á, Kiểu Anh, Bản địa",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d25482749-Reviews-Nectar-Hanoi.html
Nhà Hàng Chayfood And Dessert,-1,-1,"66 nguyễn hữu huân, lý thái tổ, hoàn kiếm, hà nội, Hà Nội Việt Nam",-1,"Cửa hàng thức ăn ngon, Món kết hợp, Kiểu Việt, Kiểu Bữa tối, Tốt cho sức khỏe",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d24028688-Reviews-Nha_Hang_Chayfood_And_Dessert-Hanoi.html
Quán Hồng Kỳ,-1,-1,"44 Nguyễn Khắc Hiếu Trúc Bạch, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/13/5a/c7/1e/khong-gian-nh-nhang-l.jpg,60.000 ₫ - 200.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d14140834-Reviews-Quan_Hong_Ky-Hanoi.html
"Đảo Cá - Siêu Thị, Nhà Hàng Hải Sản",-1,-1,"81 Lê Văn Lương Phường Nhân Chính, Quận Thanh Xuân, Hà Nội 100000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/0c/be/f0/f9/ben-ngoai-m-t-ti-n-d.jpg,Hải sản,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d10719622-Reviews-Dao_Ca-Hanoi.html
Hải Sản Biển Đông,-1,-1,"1059 Hồng Hà Hoàn Kiếm, Hà Nội 100000 Việt Nam",-1,"Kiểu Á, Kiểu Việt",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d14067631-Reviews-Hai_San_Bien_Dong-Hanoi.html
Bistroniq,-1,-1,"114 Phan Ke Binh,cong Vi Ward,badinh District, Ba Dinh, Hà Nội Việt Nam",-1,"Kiểu Nhật, Nhà hàng bít tết, Nhà hàng bán bia, Cửa hàng thức ăn ngon, Quán rượu, Nhà hàng bia",,https://www.tripadvisor.com.vn/Restaurant_Review-g23068219-d25104031-Reviews-Bistroniq-Ba_Dinh_Hanoi.html
Nhà Hàng Mr Cua,-1,-1,"6 Lê Duẩn Quận Hoàn Kiếm, Hà Nội Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/0d/73/53/4b/getlstd-property-photo.jpg,25 ₫ - 400 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d11761180-Reviews-Nha_Hang_Mr_Cua-Hanoi.html
Vietnam by Vespa,-1,-1,"15 Ngo Quyen, Hai Ba Trung, Hà Nội 10000 Việt Nam",-1,Kiểu Đức,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d23131743-Reviews-Vietnam_by_Vespa-Hanoi.html
Caballlo Wine Club,-1,-1,"Số 3/180 Phố Thái Thịnh Đống Đa, Hà Nội Việt Nam",-1,500.000 ₫ - 800.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d12703248-Reviews-Caballlo_Wine_Club-Hanoi.html
Jeong Won Plus,-1,-1,"1st Floor, Keangnam Landmark Place Tower B Pham Hung St Tu Liem District, Hà Nội 10000 Việt Nam",-1,"Kiểu Á, Kiểu Hàn Quốc",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d4064697-Reviews-Jeong_Won_Plus-Hanoi.html
Quán Ngoi Nuong Đa Lat & TK,-1,-1,"101C A12 Nghĩa Tân, Quận Cầu Giấy, Hà Nội Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/0b/6f/14/22/getlstd-property-photo.jpg,150.000 ₫ - 250.000 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d10755077-Reviews-Ngoi_Nuong_Da_Lat_TK_Restaurant-Hanoi.html
Quán Phương Béo,-1,-1,"45 Mã Mây Hàng Buồm, Hoàn Kiếm, Hà Nội 100000 Việt Nam",-1,Kiểu Việt,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d19717686-Reviews-Quan_Phuong_Beo-Hanoi.html
Nhà hàng Cowboy Jack's - American Dining,-1,-1,"2 Long Biên, Q. Long Biên Tầng 5 Mipec Long Biên, Hà Nội Việt Nam",-1,100 ₫ - 300 ₫,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d10792147-Reviews-Cowboy_Jack_s_American_Dining-Hanoi.html
Chung Hae,-1,-1,"72 Phạm Hùng Tầng 8, Keangnam Landmark, Hà Nội 100000 Việt Nam",-1,Kiểu Nhật,,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d14037701-Reviews-Chung_Hae-Hanoi.html
Quán Cà Phê Bản,-1,-1,"22 ngách 45 ngõ 200 Âu Cơ, Tứ Liên, Tây Hồ, Hà Nội Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/0e/21/62/10/hien-nha-b-n-the-terrace.jpg,"Bữa trưa, Bữa tối",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d11906512-Reviews-Ban_Cafe-Hanoi.html
Nơi Cà Phê,-1,-1,"Biệt thự HA01-87, Vinhomes Ocean Park, Hà Nội Việt Nam",-1,"Kiểu Pháp, Kiểu Âu, Kiểu Á, Tốt cho sức khỏe, Miền Nam nước Ý",,https://www.tripadvisor.com.vn/Restaurant_Review-g293924-d23432217-Reviews-Noi_Ca_Phe-Hanoi.html
